energy,unc_en,intensity,unc_i,start_level_energy,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
406.35,0.15,0.00000145,0.00000022047732309695706,597.99,191.55,[M1+E2], ,,0.30, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
415.88,0.1,0.0000031,0.000000031, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
419.33,0.04,0.0000287,0.0000008499229376831761,452.547,33.19632,[M1+E2], ,,0.27, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
426.47,0.04,0.0000246,0.0000007419676542815057,459.694,33.19632,[M1+E2], ,,0.27, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
429.94,0.1,0.00000115,0.00000023028732053675903, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
442.81,0.07,0.0000035,0.0000003020347662107791, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
446.43,0.15,0.00000049,0.0000000049,770.57,324.421, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
452.6,0.2,0.0000024,0.0000002511493579525936,452.547,0.0,[E2], ,,0.065, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
454.66,0.08, , ,721.961,267.566, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
454.66,0.08,0.0000097,0.0000004115932458143598,514.20,59.54090,[M1], ,,0.376, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
459.68,0.1,0.00000363,0.00000027242923851892256,459.694,0.0,[M1+E2], ,,0.21, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
463.22,0.2,0.000001,0.00000001,592.33,129.99,[M1+E2], ,,0.21, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
468.12,0.15,0.00000288,0.00000021196565759575298,597.99,129.99,[M1+E2], ,,0.20, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
485.91,0.2,0.000001,0.0000003001666203960727, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
487.3,0.3, , ,646.03,158.500, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
487.3,0.3,0.00000044,0.0000000044,590.09,102.959,[M1], ,,0.312, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
512.5,0.3,0.00000115,0.00000023028732053675903,546.12,33.19632,[E1], ,,0.0134, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
514,0.5,0.00000258,0.0000002712298656121777,514.20,0.0,[E1], ,,0.0133, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
522.06,0.15,0.00000095,0.00000029015556172508566,597.99,75.900,[M1+E2], ,,0.15, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
529.17,0.2,0.00000046,0.0000000046,853.39,324.421,[E2], ,,0.0441, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
545.4,0.3,0.00000074,0.0000000074,546.12,0.0,[E1], ,,0.01119, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
563.05,0.3,0.00000074,0.0000000074,721.961,158.500,[E2], ,,0.0383, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
573.94,0.2,0.00000125,0.00000019041074024329617,799.82,226.005,[M1+E2], ,,0.12, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
582.6, ,0.00000023,0.00000012002203964272563, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
586.59,0.2,0.00000131,0.00000020042856582832698,646.03,59.54090,[E2], ,,0.0350, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
590.28,0.15, , ,666.20,75.900, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
590.28,0.15,0.00000286,0.0000002119385760072951,590.09,0.0,[E1], ,,0.0102, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
597.48,0.08,0.00000741,0.00000033821710483061025,755.685,158.500,[M1+E2], ,,0.11, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
619.01,0.02,0.0000594,0.0000008442961565706669,721.961,102.959,[M1+E2], ,,0.98, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
627.18,0.2,0.00000056,0.00000017009221028606807,853.39,226.005,[M1+E2], ,,0.09, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
632.93,0.15,0.00000126,0.00000019041733114399014,666.20,33.19632,[D], ,,0.08, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
641.47,0.05,0.0000071,0.0000003082872037564972,799.82,158.500,[M1+E2], ,,0.089, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
653.02,0.04,0.0000377,0.000001162810818663122,755.685,102.959,[M1+E2], ,,0.085, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
662.4,0.02,0.000364,0.000008789175160389057,721.961,59.54090,(E0+M1+E2), ,,0.23, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
666.5,0.3,0.00000049,0.0000000049,666.20,0.0,[D], ,,0.07, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
669.83,0.2,0.00000038,0.00000012006015159077554,799.82,129.99,[E1], ,,0.0080, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
676.03,0.3,0.00000064,0.0000001301574431217823,805.77,129.99,[E2 M1], ,,0.08, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
680.1,0.1,0.00000313,0.00000017285742680023904,755.685,75.900,[E1], ,,0.0078, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
688.72,0.04,0.0000325,0.0000008634958019585271,721.961,33.19632,[E1], ,,0.0078, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
693.62,0.08,0.00000368,0.00000017393746002514812, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
696.6,0.05, , ,799.82,102.959, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
696.6,0.05,0.00000534,0.00000020700618348252306,755.685,59.54090,[M1+E2], ,,0.072, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
709.45,0.05,0.00000641,0.0000001910727871780804, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
722.01,0.03,0.000196,0.000004454391091945115,721.961,0.0,[E1], ,,0.0070, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
722.01,0.03, , ,755.685,33.19632, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
729.72,0.15,0.00000133,0.0000001406303310100634,805.77,75.900,[M1], ,,0.106, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
731.5, ,0.00000047,0.0000001500736152693071, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
737.34,0.05,0.000008,0.00000025298221281347034,770.57,33.19632, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
742.9,0.3,0.00000035,0.0000000035, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
755.9,0.05,0.0000076,0.0000002901310048926174,755.685,0.0,[E1], ,,0.0064, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
759.38,0.1,0.00000167,0.00000009153627696165058, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
763.9,0.3,0.0000002,0.00000006003332407921454, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
767,0.1,0.000005,0.00000018681541692269406,799.82,33.19632,[E1], ,,0.0063, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
770.57,0.1,0.00000474,0.00000021528297656805103,770.57,0.0, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
772.4,0.3,0.00000266,0.00000015234027701169511,805.77,33.19632,[M1], ,,0.091, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
777.2, ,0.000000061,0.000000031006001032058295, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
780.7,0.2,0.00000025,0.00000005006246098625197, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
782.2,0.5,0.00000015,0.0000000015, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
786,0.15,0.00000062,0.0000000062,861.80,75.900, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
789.17,0.25,0.00000039,0.00000006012661640238872, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
794.92,0.2,0.00000094,0.0000000094, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
801.94,0.2,0.00000136,0.0000001406590203293056,861.80,59.54090, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
806.26,0.3,0.00000031,0.0000000031,805.77,0.0,[M1 E2], ,,0.050, ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
812.01,0.3,0.00000061,0.00000008023222544588926, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
819,1,0.0000004,0.00000006013318551349163, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
822.6, ,0.00000022,0.00000006004031978595717, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
828.5, ,0.00000024,0.00000006004798081534465,861.80,33.19632, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
835.6,1,0.00000021,0.0000000020999999999999998, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
841.5,1,0.00000004,0.000000010007996802557442, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
847.4,0.5,0.00000027,0.00000003012125495393577, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
851.6,1,0.00000038,0.0000000601202129071413, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
854.7, ,0.0000002,0.00000004004996878900157, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
860.7,0.5,0.000000082,0.000000025013444384970257,920.88,59.54090, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
862.7,0.5,0.00000053,0.0000000602336284811068,861.80,0.0, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
870.7,0.3,0.00000046,0.0000000046, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
887.3,0.3,0.00000022,0.00000005004837659704858,920.88,33.19632, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
898.4, ,0.000000072,0.000000029008936554103462, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
902.5, ,0.0000003,0.00000005008991914547277, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
912.4, ,0.00000025,0.00000005006246098625197, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
921.5,0.3,0.00000019,0.00000004004509957535379,920.88,0.0, , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
928.8, ,0.000000055,0.000000028005401264756053, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
945.7, ,0.000000056,0.00000002800559944011197, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
955.7, ,0.00000058,0.00000006027968148555531, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
1014.7,0.5,0.000000064,0.000000010020459071320036, , , , ,, , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
17.136, ,36.63948614826358, , , , , , , , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
97.078, ,0.001157241495610924,0.00003060653032015789, , , , , , , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
101.068, ,0.001842154561621974,0.00004816628250112411, , , , , , , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
114.16, ,0.0006717397419844511,0.000020932732130072342, , , , , , , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
115.608, ,0.0009028182132271023,0.00002793238516187983, , , , , , , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15
117.47, ,0.00023107847124265117,0.00000794564280866605, , , , , , , ,95,146,Am, ,0, ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,5637.82,12,93,144,Np,15-Mar-2006,M. S. Basunia,2023-03-15

